gene,LR_stat,pvalue,padj
ENSG00000134215,28.751643828927495,8.22800522738696e-08,4.865294291001431e-07
ENSG00000132024,28.740353492573632,8.27611292438446e-08,4.892851200269612e-07
ENSG00000165271,28.7374733303859,8.288430241518432e-08,4.899242608408987e-07
ENSG00000100105,28.733316155445372,8.30624123647209e-08,4.908878384382071e-07
ENSG00000260230,28.73197861958538,8.311979924052631e-08,4.911377381723105e-07
ENSG00000240591,28.729480774301216,8.322707549913718e-08,4.916822796335948e-07
ENSG00000241157,28.716506323726733,8.378653184932317e-08,4.948974916098235e-07
ENSG00000280721,28.7072490037233,8.418800817773697e-08,4.971785730808719e-07
ENSG00000206140,28.704477268805338,8.430858879758918e-08,4.977099155700119e-07
ENSG00000228434,28.704748080062153,8.429679989203205e-08,4.977099155700119e-07
ENSG00000153902,28.697715328358004,8.460348454717718e-08,4.993601677755529e-07
ENSG00000262848,28.6968449706383,8.464151681994717e-08,4.99493995648398e-07
ENSG00000131697,28.693278942062822,8.479752157300772e-08,5.003238382796366e-07
ENSG00000233913,28.687431292273224,8.505396535288304e-08,5.017458844923747e-07
ENSG00000224420,28.685107442452598,8.515609148122481e-08,5.022572374233575e-07
ENSG00000232112,28.683250698572916,8.523777802610086e-08,5.02647872523092e-07
ENSG00000137411,28.666393870444256,8.598298754394602e-08,5.069504570167173e-07
ENSG00000089737,28.659974195761635,8.626850307738015e-08,5.085416452931951e-07
ENSG00000173727,28.6566983811769,8.64145610565438e-08,5.09310321616694e-07
ENSG00000092445,28.656166100168353,8.64383171367058e-08,5.093580268019471e-07
ENSG00000286555,28.655427253218594,8.64713032483135e-08,5.094600949713137e-07
ENSG00000279602,28.643029547120964,8.702668906103412e-08,5.126393735995203e-07
ENSG00000279851,28.64062457429646,8.713483897695146e-08,5.131138889320426e-07
ENSG00000280383,28.640536579005335,8.71387986154502e-08,5.131138889320426e-07
ENSG00000100399,28.634452499311553,8.741300950843574e-08,5.146353901581005e-07
ENSG00000204348,28.63236139246467,8.750745570668783e-08,5.150981854285795e-07
ENSG00000168564,28.629081435415937,8.765580311643572e-08,5.158662931663944e-07
ENSG00000108055,28.628775127002115,8.766966983367142e-08,5.158662931663944e-07
ENSG00000065000,28.624119795618835,8.788068951358113e-08,5.170144327714699e-07
ENSG00000276289,28.62262920640077,8.794836335605094e-08,5.173189859044111e-07
ENSG00000279799,28.617939516679606,8.816161948715295e-08,5.184796001738134e-07
ENSG00000248483,28.61384435834565,8.834826399712674e-08,5.194833197820567e-07
ENSG00000077454,28.60130782983437,8.892210472908411e-08,5.22762959146651e-07
ENSG00000246859,28.592023957796496,8.934946567340687e-08,5.251804306218215e-07
ENSG00000121578,28.58326924391997,8.975435339611761e-08,5.274649586462842e-07
ENSG00000215304,28.577682708499005,9.00136796832895e-08,5.288933858464212e-07
ENSG00000254682,28.567902069899453,9.046950491963506e-08,5.314756573331596e-07
ENSG00000173210,28.56745965328384,9.049017827279457e-08,5.315010976680196e-07
ENSG00000163596,28.564944246065295,9.060780884525013e-08,5.32095911748867e-07
ENSG00000287387,28.563164624252003,9.069112366605443e-08,5.324890275983792e-07
ENSG00000167384,28.55079386530191,9.127239883072858e-08,5.358052264933132e-07
ENSG00000171865,28.540565512681383,9.175582536713103e-08,5.385459217812372e-07
ENSG00000196350,28.53732598972335,9.190947052795776e-08,5.393503790166443e-07
ENSG00000188687,28.53640544998188,9.195317720814585e-08,5.395095127482084e-07
ENSG00000244270,28.5356216939094,9.199040589528428e-08,5.396305881180439e-07
ENSG00000108061,28.52676546034332,9.241213111388249e-08,5.420067318459309e-07
ENSG00000177971,28.523342822926296,9.257563232463153e-08,5.428677811867412e-07
ENSG00000125434,28.520656195075613,9.27041770111689e-08,5.435235703546484e-07
ENSG00000076258,28.514359840218702,9.300613427674112e-08,5.451956559026992e-07
ENSG00000112514,28.50474858354689,9.346896740701124e-08,5.478100122564101e-07
ENSG00000169895,28.495171780165332,9.393243698791438e-08,5.50427155985757e-07
ENSG00000179387,28.494034668070338,9.398762027570612e-08,5.505521229478592e-07
ENSG00000144395,28.494247917297418,9.397726895938843e-08,5.505521229478592e-07
ENSG00000280025,28.48820371948227,9.427110310845334e-08,5.521132388426291e-07
ENSG00000230606,28.48691960509973,9.433364783939159e-08,5.523800675247918e-07
ENSG00000113838,28.482557768475292,9.454640834714728e-08,5.535262452323896e-07
ENSG00000212657,28.481560250689782,9.459513252243921e-08,5.537118250350554e-07
ENSG00000231049,28.47435702561237,9.494772474586932e-08,5.55675707069491e-07
ENSG00000129226,28.465968277012422,9.536000766629625e-08,5.579881556896881e-07
ENSG00000081237,28.460311094195216,9.563905429585455e-08,5.595202957024252e-07
ENSG00000251600,28.4599448683836,9.565714695177394e-08,5.595254915765453e-07
ENSG00000196834,28.451649423675416,9.606788681643662e-08,5.618269762712015e-07
ENSG00000173818,28.446347418574177,9.633133507859083e-08,5.632663932804623e-07
ENSG00000146776,28.438467690625433,9.672420437306237e-08,5.654619044797294e-07
ENSG00000235613,28.436037274846573,9.684570427761466e-08,5.660704519260574e-07
ENSG00000072071,28.431017145508328,9.709715202054136e-08,5.674381991036921e-07
ENSG00000273680,28.429008965930592,9.719792061634535e-08,5.677210442321809e-07
ENSG00000270091,28.42945757598436,9.717540069193612e-08,5.677210442321809e-07
ENSG00000218416,28.429301191315364,9.718325050395063e-08,5.677210442321809e-07
ENSG00000139160,28.405392393901433,9.839087068128922e-08,5.745857238816463e-07
ENSG00000173011,28.39785715695705,9.877457899022408e-08,5.767229547432796e-07
ENSG00000280303,28.3953032862668,9.890496678286116e-08,5.773806012766488e-07
ENSG00000269145,28.386695688941174,9.934569902239373e-08,5.798493940427654e-07
ENSG00000214548,28.38451175257747,9.945783512820843e-08,5.803997333643629e-07
ENSG00000171320,28.383603019702683,9.950453216500869e-08,5.805680651364213e-07
ENSG00000280604,28.377760002005147,9.980531242958559e-08,5.822185418538086e-07
ENSG00000261868,28.376591779207928,9.986555808213154e-08,5.824655093161912e-07
ENSG00000136040,28.374187078822885,9.998968404376994e-08,5.830849030789826e-07
ENSG00000178623,28.370234822449483,1.0019402778126459e-07,5.841717768917688e-07
ENSG00000165434,28.368862440482363,1.0026508196463234e-07,5.844812682655983e-07
ENSG00000224796,28.354365799298982,1.0101872683871686e-07,5.887690025535393e-07
ENSG00000163902,28.351383547163373,1.0117446943485705e-07,5.895710616306075e-07
ENSG00000076108,28.33965275858439,1.0178942633930026e-07,5.930483202090153e-07
ENSG00000164237,28.330890354367764,1.0225121577453547e-07,5.956321044992733e-07
ENSG00000259188,28.3271615032314,1.0244836702632081e-07,5.966736734294421e-07
ENSG00000236882,28.32205055472756,1.0271921133168567e-07,5.981439912138016e-07
ENSG00000178146,28.31678144001069,1.0299918852720277e-07,5.996669547586267e-07
ENSG00000019991,28.310716316155172,1.0332240894015886e-07,6.014410924560312e-07
ENSG00000213203,28.30382629441696,1.0369082285266269e-07,6.034776200455074e-07
ENSG00000272556,28.297891267131398,1.0400922775738558e-07,6.051141511852762e-07
ENSG00000145241,28.29791953738241,1.040077087828181e-07,6.051141511852762e-07
ENSG00000196428,28.294769818284074,1.0417708155410568e-07,6.059823012524816e-07
ENSG00000263563,28.29150485995914,1.0435294294143597e-07,6.068967114344386e-07
ENSG00000127989,28.28613590972193,1.0464277930298577e-07,6.084735327179874e-07
ENSG00000160111,28.283167512818046,1.0480337081256393e-07,6.092983957036475e-07
ENSG00000000938,28.274503339321363,1.0527352003336518e-07,6.119223268141381e-07
ENSG00000112309,28.262324886203018,1.0593794212236605e-07,6.156743662801267e-07
ENSG00000100225,28.24406940797909,1.0694178858192915e-07,6.213623312596093e-07
ENSG00000075043,28.243832623749256,1.0695487148365085e-07,6.213623312596093e-07
ENSG00000142606,28.240898991269294,1.0711709487003127e-07,6.221323982795315e-07
ENSG00000279359,28.24074382631226,1.0712568201111176e-07,6.221323982795315e-07
ENSG00000062822,28.23828166995357,1.072620350576877e-07,6.228130519810961e-07
ENSG00000253383,28.23477198766924,1.0745670029169989e-07,6.238319898048311e-07
ENSG00000279072,28.226319257365613,1.0792698699200867e-07,6.264503785390159e-07
ENSG00000140015,28.212239436535462,1.0871493315808574e-07,6.309113233703184e-07
ENSG00000105514,28.190665231253178,1.0993348450250876e-07,6.378691851901142e-07
ENSG00000229727,28.189948571537954,1.0997419681710241e-07,6.37991585602177e-07
ENSG00000170293,28.184875566508946,1.1026281861069851e-07,6.395518792325908e-07
ENSG00000197959,28.17898421508684,1.1059895186363531e-07,6.413871455972089e-07
ENSG00000177556,28.17820368818258,1.1064356208273968e-07,6.415314541014192e-07
ENSG00000243660,28.170691749599715,1.110738221842674e-07,6.439113805840899e-07
ENSG00000273188,28.164427903790582,1.1143387714739204e-07,6.458835417193876e-07
ENSG00000222011,28.154880033362474,1.1198495404324304e-07,6.489619877751872e-07
ENSG00000130177,28.150806666450453,1.1222088791110827e-07,6.500975626371683e-07
ENSG00000243753,28.150949266928,1.1221261992776701e-07,6.500975626371683e-07
ENSG00000047932,28.149085857043513,1.1232070867820327e-07,6.505599443691054e-07
ENSG00000198715,28.141318708988138,1.127723739859768e-07,6.530596771317553e-07
ENSG00000236830,28.133165828353714,1.1324842794508335e-07,6.556997282588572e-07
ENSG00000184110,28.129920117818372,1.1343850784092625e-07,6.566833663229981e-07
ENSG00000204104,28.128549542269504,1.135188694015025e-07,6.570316196254964e-07
ENSG00000174233,28.122647275603878,1.1386559194670225e-07,6.588039105658513e-07
ENSG00000215021,28.122975593324202,1.1384627741816095e-07,6.588039105658513e-07
ENSG00000187997,28.121610256333238,1.1392662008622436e-07,6.590397613739219e-07
ENSG00000135845,28.117673065842755,1.1415862066825376e-07,6.602643893602967e-07
ENSG00000111269,28.104452441026346,1.1494112103010256e-07,6.646719662412865e-07
ENSG00000154917,28.103287789967,1.150103112925586e-07,6.649538389078384e-07
ENSG00000186416,28.102206929667343,1.1507456100598799e-07,6.652070517306686e-07
ENSG00000225614,28.101764606761595,1.1510086443189458e-07,6.652408589042252e-07
ENSG00000119878,28.091275953110532,1.1572635709255272e-07,6.687371331492536e-07
ENSG00000126458,28.0897731610275,1.158162549096299e-07,6.691377228941169e-07
ENSG00000225331,28.07950388544644,1.1643244427621256e-07,6.725783219806368e-07
ENSG00000242498,28.07696718681919,1.1658515962455566e-07,6.733408917261231e-07
ENSG00000286361,28.075281379011038,1.1668676031000173e-07,6.738080289065832e-07
ENSG00000224078,28.06962903998538,1.1702806482209384e-07,6.75658924932387e-07
ENSG00000131016,28.066482697214088,1.172184833008066e-07,6.766381813824693e-07
ENSG00000272899,28.06370341201828,1.173869454939754e-07,6.774903711366581e-07
ENSG00000234465,28.06296767410317,1.1743158174139203e-07,6.776277326816096e-07
ENSG00000264501,28.059973077074265,1.1761343555706281e-07,6.785567059050553e-07
ENSG00000247081,28.057527568851306,1.177621540044939e-07,6.792942129361742e-07
ENSG00000129355,28.02733128657769,1.196140814995588e-07,6.898544349226196e-07
ENSG00000163354,28.025690264299033,1.1971555684801703e-07,6.903172588317748e-07
ENSG00000254873,28.014097038751434,1.2043490505473578e-07,6.943421347615878e-07
ENSG00000163746,28.012755367622308,1.205184335821601e-07,6.945774405385453e-07
ENSG00000151491,28.013083322458343,1.2049801071212917e-07,6.945774405385453e-07
ENSG00000163810,27.996104956314486,1.215598832035779e-07,7.004554432223175e-07
ENSG00000205085,27.98425802683514,1.2230637151162726e-07,7.046320308770844e-07
ENSG00000118762,27.98290264204032,1.2239206814935328e-07,7.050008573066362e-07
ENSG00000073111,27.973897380828017,1.229629719954852e-07,7.08163941072635e-07
ENSG00000132612,27.968199566425163,1.2332557228534635e-07,7.101264627946236e-07
ENSG00000163877,27.96693142106691,1.2340642080923233e-07,7.104662095163487e-07
ENSG00000140854,27.959978277874228,1.2385065194319757e-07,7.128975048666675e-07
ENSG00000240403,27.95791897580647,1.2398252654757076e-07,7.135303005450532e-07
ENSG00000146729,27.952565314733306,1.2432602576161596e-07,7.153805749857173e-07
ENSG00000229794,27.932000450049927,1.2565439069736975e-07,7.228961780045744e-07
ENSG00000092421,27.93009910420833,1.257779220444224e-07,7.234788787988512e-07
ENSG00000144021,27.925663147226988,1.260666016888471e-07,7.249392719863061e-07
ENSG00000163528,27.925512836244582,1.2607639512805322e-07,7.249392719863061e-07
ENSG00000006025,27.91344769345402,1.2686498549417338e-07,7.293447159698616e-07
ENSG00000197892,27.900062609187643,1.2774563377409934e-07,7.342777486039693e-07
ENSG00000086232,27.897153007172175,1.2793787508447689e-07,7.352527961649333e-07
ENSG00000223749,27.89308565019099,1.2820709682475678e-07,7.3666982384006e-07
ENSG00000182218,27.89237498840706,1.282541943496828e-07,7.368102647306807e-07
ENSG00000145687,27.888090453949214,1.2853850991802905e-07,7.383132143331228e-07
ENSG00000144741,27.88420364182217,1.287969795590331e-07,7.396672027580566e-07
ENSG00000165480,27.88162225463876,1.2896892733380803e-07,7.405239150335637e-07
ENSG00000105707,27.880175440008294,1.2906540111985426e-07,7.409470388737688e-07
ENSG00000143624,27.87690065949304,1.2928403109158408e-07,7.420711717544118e-07
ENSG00000108262,27.870568598310722,1.2970782353950547e-07,7.443723023031227e-07
ENSG00000243064,27.86746340761939,1.299161563332368e-07,7.454363507885546e-07
ENSG00000014138,27.86654508339778,1.2997783257212576e-07,7.456586824679263e-07
ENSG00000125611,27.86496437938612,1.3008406411067431e-07,7.461364961212257e-07
ENSG00000285879,27.85655616034765,1.3065060429760666e-07,7.492539151766467e-07
ENSG00000168386,27.84707322719403,1.3129252551085977e-07,7.528024532200602e-07
ENSG00000275052,27.841343000262754,1.3168194855120817e-07,7.549022264731874e-07
ENSG00000167525,27.838773555537504,1.3185694227158678e-07,7.55772202424488e-07
ENSG00000163792,27.838413742159386,1.3188146619348904e-07,7.557795671444318e-07
ENSG00000279628,27.83240516735753,1.3229167080912962e-07,7.579967790793717e-07
ENSG00000162804,27.828264654668924,1.3257508697083348e-07,7.594868730782889e-07
ENSG00000136068,27.825766936627765,1.3274634876354327e-07,7.603340532736799e-07
ENSG00000253667,27.814725811748936,1.3350606910085758e-07,7.645508679869855e-07
ENSG00000279127,27.806766086537532,1.3405646523989957e-07,7.675676694598616e-07
ENSG00000159674,27.80378677240543,1.342630621094479e-07,7.686152624403212e-07
ENSG00000155066,27.80310699777989,1.343102449319712e-07,7.687500502776429e-07
ENSG00000198547,27.780358431314312,1.3589883091515452e-07,7.777057503119225e-07
ENSG00000142186,27.77627181417597,1.3618619776139122e-07,7.792131463047088e-07
ENSG00000105697,27.77071724465595,1.365777661739593e-07,7.81316114601496e-07
ENSG00000142694,27.76390420367298,1.3705959132991969e-07,7.839345812929385e-07
