gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,Symbol,significant,direction
105371493,19.887579340705127,-0.11870385112908932,0.3192704628466815,-0.712584636704015,0.4761028213078865,0.6797471323755893,LOC105371493,False,down
105371492,97.74718413937991,-0.2539080694638934,0.2034636079531143,-1.5808972854477819,0.11390152511287273,0.2681490040433682,CTNS-AS1,False,down
100533970,1908.1819267642093,0.003292472865404994,0.10142329691352558,0.0342069667113885,0.9727121111613256,0.9874258847086158,P2RX5-TAX1BP3,False,up
30851,1765.979467250183,-0.02060689362299146,0.10266248175773345,-0.21643559501196802,0.8286482229282146,0.9167219949225732,TAX1BP3,False,down
83460,156.16477158244533,0.23627762502587485,0.1669387489376745,1.6660157393444057,0.09571027958554539,0.23601875779409512,EMC6,False,up
5026,17.341811975828243,0.21623395447604224,0.35531947510287576,1.2254987871636234,0.22038734677475624,0.42149263360215355,P2RX5,False,up
3682,333.6759585682374,0.31202006390183,0.1409978017503504,2.4639555143866785,0.013741316512202015,0.052190373460900275,ITGAE,False,up
83903,16.98569007669624,0.08983404019813358,0.3256522556734969,0.5626160821162016,0.5736963386001421,0.7573898309734118,HASPIN,False,up
55421,1251.516129764403,0.04827148344421011,0.10878851606456694,0.48104718620243847,0.63048296276116,0.7970927766267208,NCBP3,False,up
84254,101.37179250763023,-0.44137307140502313,0.22978093869037625,-2.4191887392668243,0.015555166877126636,0.05762026699523262,CAMKK1,False,down
489,92.05480004598101,0.08469460084542957,0.2080184084185994,0.5361582156780169,0.5918492087974471,0.7684727323744313,ATP2A3,False,up
23140,2406.7171525896956,0.06559751332100024,0.0969261973736287,0.717055386208728,0.4733399223247666,0.6770380233511132,ZZEF1,False,up
124936,751.5667739853199,-0.09376610071784673,0.10782296309015035,-0.939828524031299,0.34730552509331714,0.5621753534757805,CYB5D2,False,down
51479,2894.8293835590243,-0.0019200041830356146,0.09128749735257126,-0.02351147073792221,0.9812422886892439,0.9920561435619549,ANKFY1,False,down
7326,1102.1934859629448,0.027009847654550966,0.10495470485065679,0.27492027283066117,0.7833774915953318,0.8919064938392482,UBE2G1,False,up
124976,12.22736270081548,-0.020355162091575358,0.33368852036197916,-0.13957312061293975,0.8889972793465315,0.9482005869953617,SPNS2,False,down
10514,1023.5300608102092,0.13723309994862357,0.11306016416311473,1.323469763414705,0.18567920511144487,0.3757009983250861,MYBBP1A,False,up
342527,74.63489525489845,-3.390042087150537,0.3410369081977113,-10.278955087796493,8.76729271549725e-25,6.326757216074522e-23,SMTNL2,True,down
27043,1062.9630315660988,-0.14797657798286235,0.10207665348598424,-1.548742650936328,0.12144359659935043,0.2808444235115308,PELP1,False,down
409,183.44762421713966,-0.23271646143629227,0.15801653881742456,-1.7087105714300477,0.08750457494118616,0.2201913341130198,ARRB2,False,down
400569,198.7297064400791,-0.11036245398515296,0.15051129227090704,-0.8517437183099754,0.3943563501533556,0.6069484179095952,MED11,False,down
58191,226.33606499492302,-0.6661302569669837,0.17003059960155692,-4.31368471630051,1.6055587285318078e-05,0.0001448277792415695,CXCL16,False,down
84225,13.667469694041142,0.07059199976772815,0.33455899700379776,0.49221208305763836,0.6225694234471162,0.7914974823966102,ZMYND15,False,up
284013,12.635403506342666,0.12702869164305383,0.498224807144062,0.8471780781165246,0.3968958705436565,0.6095514763371721,VMO1,False,up
388323,15.910752055681556,-0.37166088643918965,0.4351635183689873,-1.7756103037177497,0.07579717052809316,0.19772384669362927,GLTPD2,False,down
5694,1214.4973949828077,-0.14062934427975896,0.09925083966478242,-1.5127562822741576,0.1303415773686319,0.29477655987925316,PSMB6,False,down
5338,929.8146299596351,-0.026491219408620315,0.10603758854154968,-0.2704864184120938,0.7867860641891175,0.8939184203874175,PLD2,False,down
50488,2287.7711626609566,-0.08817740139313145,0.09482612385039563,-0.9878780017749623,0.32321240024199205,0.5364685080332631,MINK1,False,down
1145,62.68541621508933,-0.11092686381879721,0.22581580268045962,-0.6777879091774272,0.497906178278249,0.6976511379287481,CHRNE,False,down
100130311,16.595073302667394,-0.262742551142432,0.38446731671031315,-1.484643086519646,0.1376383954539264,0.30630314921211205,C17orf107,False,down
